"안전비상벨관리번호","설치위치","소재지도로명주소","소재지지번주소","위도","경도","관리기관명","관리기관전화번호"
"신길1-공원-02","가로변","서울특별시 영등포구 신길동 4934-4 매낙골근린공원2","서울특별시 영등포구 신길동 4934-4 매낙골근린공원2",37.50689396,126.915341,"서울특별시 영등포구청","02-2670-4068"
"신길1-공원-03","가로변","서울특별시 영등포구 신길동 4934-4 매낙골근린공원3","서울특별시 영등포구 신길동 4934-4 매낙골근린공원3",37.50775343,126.9154478,"서울특별시 영등포구청","02-2670-4068"
"신길1-공원-04","가로변","서울특별시 영등포구 여의대방로49길 16,근처 신일어린이공원1","서울특별시 영등포구 신길동 454-8 앞 신일어린이공원1",37.5101817,126.9223573,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-01","가로변","서울특별시 영등포구 영등포로65길 23","서울특별시 영등포구 신길동 63-31",37.5155622,126.9199495,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-02","가로변","서울특별시 영등포구 영등포로67가길 12-7","서울특별시 영등포구 신길동 97-12",37.5144831,126.9197074,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-03","가로변","서울특별시 영등포구 영등포로79길 9,삼거리앞","서울특별시 영등포구 신길동 65-103 삼거리앞",37.514571,126.9212082,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-04","가로변","서울특별시 영등포구 영등포로79길 4-7,길 코너앞","서울특별시 영등포구 신길동 65-93 길 코너앞",37.5140672,126.9214971,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-05","가로변","서울특별시 영등포구 영등포로84길 38,삼거리앞","서울특별시 영등포구 신길동 456-32 삼거리앞",37.50989046,126.9221388,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-06","가로변","서울특별시 영등포구 영등포로80길 13,사거리앞","서울특별시 영등포구 신길동 95-201 사거리앞",37.5123118,126.9204304,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-07","가로변","서울특별시 영등포구 여의대방로47다길 26,사거리앞","서울특별시 영등포구 신길동 88-36 사거리앞",37.510972,126.9204247,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-08","가로변","서울특별시 영등포구 여의대방로47나길 28,사거리앞","서울특별시 영등포구 신길동 92-76 사거리앞",37.510771,126.9197009,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-09","가로변","서울특별시 영등포구 여의대방로53나길 28,오거리앞","서울특별시 영등포구 신길동 88-41 오거리앞",37.51072423,126.9206884,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-10","가로변","서울특별시 영등포구 여의대방로53나길 41-4","서울특별시 영등포구 신길동 89-69",37.5099683,126.920796,"서울특별시 영등포구청","02-2670-4068"
"신길1-그린파킹-11","가로변","서울특별시 영등포구 영등포로84길 16,사거리앞","서울특별시 영등포구 신길동 466-13 사거리앞",37.5118173,126.9216958,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-01","가로변","서울특별시 영등포구 도신로60길 17-12","서울특별시 영등포구 신길동 117-25 참아름 어린이집앞",37.5104001,126.9181634,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-02","가로변","서울특별시 영등포구 여의대방로61길 36","서울특별시 영등포구 신길동 9-53 사러가마켓앞",37.51544678,126.9226847,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-03","가로변","서울특별시 영등포구 도신로54길 11","서울특별시 영등포구 신길동 157-28 성신머리방앞",37.51048503,126.9150042,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-04","가로변","서울특별시 영등포구 여의대방로59길 16-1,삼거리앞","서울특별시 영등포구 신길동 2-27 삼거리앞",37.5138134,126.9239939,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-05","가로변","서울특별시 영등포구 도신로62길 40","서울특별시 영등포구 신길동 124-31",37.5092656,126.9199188,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-06","가로변","서울특별시 영등포구 도신로56길 30-1","서울특별시 영등포구 도신로56길 30-1",37.5090690303,126.9157968617,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-07","가로변","서울특별시 영등포구 영등포로67길 6-9","서울특별시 영등포구 신길동 61-64",37.5152343037,126.919242131,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-08","가로변","서울특별시 영등포구 도신로64길 13-13,승원베스트빌 라동 뒷편앞","서울특별시 영등포구 신길동 95-302 승원베스트빌 라동 뒷편앞",37.5130545,126.9190357,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-09","가로변","서울특별시 영등포구 도신로64길 14,삼거리앞","서울특별시 영등포구 신길동 113-90 삼거리앞",37.5121643,126.9188392,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-10","가로변","서울특별시 영등포구 도신로60길 17,삼거리앞","서울특별시 영등포구 신길동 117-14 삼거리앞",37.5103037,126.9174726,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-11","가로변","서울특별시 영등포구 여의대방로47나길 14","서울특별시 영등포구 신길동 89-201",37.50985702,126.9206184,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-12","가로변","서울특별시 영등포구 영등포로67가길 11-2,삼거리앞","서울특별시 영등포구 신길동 64-30 삼거리앞",37.5148301,126.9199348,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-13","가로변","서울특별시 영등포구 도신로62길 32-1,영신초교 담벼락앞","서울특별시 영등포구 신길동 121-3 영신초교 담벼락앞",37.5095851,126.9191962,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-14","가로변","서울특별시 영등포구 여의대방로59나길 1,지하통행로입구앞","서울특별시 영등포구 신길동 5-10 옆 지하로입구앞",37.51471455,126.9222877,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-15","가로변","서울특별시 영등포구 도신로58길 10,사거리앞","서울특별시 영등포구 신길동 154-15 사거리앞",37.5109909,126.9166841,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-16","가로변","서울특별시 영등포구 여의대방로59길 16-17","서울특별시 영등포구 신길동 2-5",37.5145259,126.9242886,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-17","가로변","서울특별시 영등포구 영등포로72길 32","서울특별시 영등포구 신길동 113-42",37.5112411,126.9184781,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-18","가로변","서울특별시 영등포구 도신로52길 5-3","서울특별시 영등포구 신길동 160-31",37.51091855,126.914173,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-19","가로변","서울특별시 영등포구 신길로42가길 47","서울특별시 영등포구 신길동 147-25",37.5089494,126.9163825,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-20","가로변","서울특별시 영등포구 신길동 28-5","서울특별시 영등포구 신길동 28-5",37.51751116,126.916811,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-21","가로변","서울특별시 영등포구 도신로62길 25","서울특별시 영등포구 도신로62길 25",37.5102256,126.9191678,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-22","가로변","서울특별시 영등포구 여의대방로61길 57","서울특별시 영등포구 신길동 18-1",37.5162253,126.920224,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-23","가로변","서울특별시 영등포구 여의대방로47길 23,오거리앞","서울특별시 영등포구 신길동 458-20 오거리앞",37.5086735,126.9212841,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-24","가로변","서울특별시 영등포구 영등포로86길 16,사거리앞","서울특별시 영등포구 신길동 452-1 사거리앞",37.5115437,126.9229055,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-25","가로변","서울특별시 영등포구 여의대방로61길 25-13","서울특별시 영등포구 신길동 4-74",37.51456302,126.9233018,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-26","가로변","서울특별시 영등포구 도신로64가길 8","서울특별시 영등포구 신길동 113-126",37.5116012,126.9191414,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-27","가로변","서울특별시 영등포구 도신로62길 15","서울특별시 영등포구 신길동 119-21",37.5108885,126.9184527,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-28","가로변","서울특별시 영등포구 도신로54길3-9","서울특별시 영등포구 신길1동 159-11",37.5113098,126.9152306,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-29","가로변","서울특별시 영등포구 도신로56길15","서울특별시 영등포구 신길1동 151-11",37.5103144,126.9160857,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-30","가로변","서울특별시 영등포구 영등포로76길 7-1","서울특별시 영등포구 영등포로76길 7-1",37.5130112,126.9197263,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-31","가로변","서울특별시 영등포구 도신로56길 4-1","서울특별시 영등포구 도신로56길 4-1",37.51129203,126.9158782,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-32","가로변","서울특별시 영등포구 도신로 208","서울특별시 영등포구 도신로 208",37.5112753,126.91446,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-33","가로변","서울특별시 영등포구 여의대방로47가길 10","서울특별시 영등포구 여의대방로47가길 10",37.50795217,126.9215159,"서울특별시 영등포구청","02-2670-4068"
"신길1-방범-34","가로변","서울특별시 영등포구 여의대방로47길 24-13","서울특별시 영등포구 여의대방로47길 24-13",37.5092753,126.9212557,"서울특별시 영등포구청","02-2670-4068"
"신길1-어린이교통-02","가로변","서울특별시 영등포구 신길1동 4934-4","서울특별시 영등포구 신길1동 4934-4",37.50712961,126.9150601,"서울특별시 영등포구청","02-2670-4068"
"신길1-주정차-04","가로변","서울특별시 영등포구 도신로60길 28","서울특별시 영등포구 신길동 137-27",37.5094802,126.9172809,"서울특별시 영등포구청","02-2670-4068"
"신길3-공원-01","가로변","서울특별시 영등포구 신길로41다길 4-1,감나무마을마당공원1","서울특별시 영등포구 신길동 281-2 감나무마을마당1",37.5080632,126.9086001,"서울특별시 영등포구청","02-2670-4068"
"신길3-공원-02","가로변","서울특별시 영등포구 신길동 282-21 감나무마을마당공원2","서울특별시 영등포구 신길동 282-21 감나무마을마당공원2",37.50794633,126.9085155,"서울특별시 영등포구청","02-2670-4068"
"신길3-공원-03","가로변","서울특별시 영등포구 도신로68,신길우성1차 103동 근처 차없는거리공원1","서울특별시 영등포구 신길동 376 신길우성1차 102동 근처 차없는거리공원 1",37.5057624628,126.8997903838,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-01","가로변","서울특별시 영등포구 신길로39길 13,사거리앞","서울특별시 영등포구 신길동 257-43 사거리앞",37.5067403,126.9094654,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-02","가로변","서울특별시 영등포구 도림로100길 10-1","서울특별시 영등포구 신길동 347-171",37.5053899,126.9036489,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-03","가로변","서울특별시 영등포구 신길로39길 27","서울특별시 영등포구 신길동 266-30",37.5069419,126.9079717,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-04","가로변","서울특별시 영등포구 가마산로49길 2","서울특별시 영등포구 신길동 370-17",37.5033914,126.9005143,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-05","가로변","서울특별시 영등포구 가마산로 431-6","서울특별시 영등포구 신길동 347-184",37.50515529,126.9043533,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-06","가로변","서울특별시 영등포구 도림로100길 15-18","서울특별시 영등포구 신길동 359-11",37.5061557,126.9033557,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-07","가로변","서울특별시 영등포구 가마산로65길 13-17","서울특별시 영등포구 신길동 315-82",37.5066965,126.9055085,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-08","가로변","서울특별시 영등포구 가마산로69길 6-1,사거리앞","서울특별시 영등포구 신길동 269-22 사거리앞",37.5066141,126.9082841,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-09","가로변","서울특별시 영등포구 신길로41다길 4-2","서울특별시 영등포구 신길동 281-1",37.5081321,126.9085565,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-10","가로변","서울특별시 영등포구 신길로47길 7-2","서울특별시 영등포구 신길동 225-78",37.5096815,126.9096487,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-11","가로변","서울특별시 영등포구 가마산로63길 25,사거리앞","서울특별시 영등포구 신길동 307-3 사거리앞",37.5075886,126.9050611,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-12","가로변","서울특별시 영등포구 도림로86길 16,대영고 후문 출입문앞","서울특별시 영등포구 신길동 344-13",37.5036627113,126.9058641355,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-13","가로변","서울특별시 영등포구 신길로 167,사거리앞","서울특별시 영등포구 신길동 233-178 사거리앞",37.5070239,126.9107099,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-14","가로변","서울특별시 영등포구 도신로36길 14,사거리앞","서울특별시 영등포구 신길동 278-102 사거리앞",37.50865402,126.9088595,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-15","가로변","서울특별시 영등포구 신길로41길 8,사거리앞","서울특별시 영등포구 신길동 227-13 사거리앞",37.5079269,126.9100453,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-16","가로변","서울특별시 영등포구 도림로98길 7","서울특별시 영등포구 신길동 355-389",37.50515553,126.9033808,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-17","가로변","서울특별시 영등포구 가마산로61다길 3-3","서울특별시 영등포구 신길동 308-44",37.50665642,126.9044394,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-18","가로변","서울특별시 영등포구 도신로 152,삼거리앞","서울특별시 영등포구 신길동 347-180 사거리앞",37.5095478,126.9084767,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-19","가로변","서울특별시 영등포구 도신로 90-11","서울특별시 영등포구 신길동 359-1",37.50655499,126.9024573,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-20","가로변","서울특별시 영등포구 신길로43길 10-8,삼거리앞","서울특별시 영등포구 신길동 226-54 삼거리앞",37.5084702,126.9097478,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-21","가로변","서울특별시 영등포구 가마산로61라길 1","서울특별시 영등포구 신길동 196-48",37.5074255,126.9041353,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-22","가로변","서울특별시 영등포구 도림로 324-4","서울특별시 영등포구 신길동 362-12",37.5064666,126.902,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-23","가로변","서울특별시 영등포구 도신로 148","서울특별시 영등포구 신길동 287-14",37.5094103,126.9079301,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-24","가로변","서울특별시 영등포구 신길로 195","서울특별시 영등포구 신길동 225-45",37.50953531,126.910596,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-25","가로변","서울특별시 영등포구 신길로41길 34","서울특별시 영등포구 신길동 287-12",37.5088703,126.9074442,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-26","가로변","서울특별시 영등포구 신길로39길 29-10","서울특별시 영등포구 신길로39길 29-10",37.5066459,126.9076288,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-27","가로변","서울특별시 영등포구 도림로104길 6-1","서울특별시 영등포구 신길동 355-240",37.50618227,126.9026409,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-28","가로변","서울특별시 영등포구 도림로102길 7-2","서울특별시 영등포구 신길동 355-268",37.50572669,126.9030849,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-29","가로변","서울특별시 영등포구 신길동 335-17 래미안프레비뉴몠 109동앞","서울특별시 영등포구 신길동 335-17 래미안프레비뉴몠 109동앞",37.50444537,126.9065529,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-30","가로변","서울특별시 영등포구 가마산로61길 6","서울특별시 영등포구 가마산로61길 6",37.5057389,126.9053291,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-31","가로변","서울특별시 영등포구 가마산로 466-4","서울특별시 영등포구 가마산로 466-4",37.5055565764,126.9080920494,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-32","가로변","서울특별시 영등포구 가마산로61가길5","서울특별시 영등포구 가마산로61가길5",37.50594913,126.9056963,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-33","가로변","서울특별시 영등포구 가마산로67길 6-1","서울특별시 영등포구 가마산로67길 6-1",37.506413,126.9072788,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-34","가로변","서울특별시 영등포구 신길로45길 5-1","서울특별시 영등포구 신길로45길 5-1",37.509034,126.9102995,"서울특별시 영등포구청","02-2670-4068"
"신길3-방범-35","가로변","서울특별시 영등포구 가마산로61다길 7-1","서울특별시 영등포구 가마산로61다길 7-1",37.5061798,126.9041955,"서울특별시 영등포구청","02-2670-4068"
"신길3-어린이교통-01","가로변","서울특별시 영등포구 가마산로65길 23-2,횡단보도앞","서울특별시 영등포구 신길동 305-23",37.5077319,126.9058089,"서울특별시 영등포구청","02-2670-4068"
"신길3-어린이교통-02","가로변","서울특별시 영등포구 도신로 68,우성1차APT 상가앞 대로변","서울특별시 영등포구 신길동 365 우성1차APT 상가앞 대로변",37.5057624628,126.8997903838,"서울특별시 영등포구청","02-2670-4068"
"신길3-어린이교통-03","가로변","서울특별시 영등포구 신길로41라길 12","서울특별시 영등포구 신길동 284-14",37.5077396,126.9076106,"서울특별시 영등포구청","02-2670-4068"
"신길3-어린이교통-04","가로변","서울특별시 영등포구 신길로39길 33,오거리앞","서울특별시 영등포구 신길동 268-6 오거리앞",37.5069705,126.9071705,"서울특별시 영등포구청","02-2670-4068"
"신길3-어린이안전-05","가로변","서울특별시 영등포구 가마산로 401-3","서울특별시 영등포구 신길동 355-538",37.5037675,126.9012614,"서울특별시 영등포구청","02-2670-4068"
"신길3-주정차-01","가로변","서울특별시 영등포구 가마산로 403","서울특별시 영등포구 신길동 355-86",37.50370133,126.9015415,"서울특별시 영등포구청","02-2670-4068"
"신길4-공원-01","가로변","서울특별시 영등포구 신길로40길 6-1,근처 공영주차장 위 덕천길마을마당공원1","서울특별시 영등포구 신길동 232-20 덕천길마을마당1",37.5068166,126.9117101,"서울특별시 영등포구청","02-2670-4068"
"신길4-공원-02","가로변","서울특별시 영등포구 신길로40길 6-1,근처 공영주차장 위 덕천길마을마당공원2","서울특별시 영등포구 신길동 232-20 덕천길마을마당2",37.5068166,126.9117716,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-01","가로변","서울특별시 영등포구 신길로 184","서울특별시 영등포구 신길동 223-33",37.5085861,126.9110369,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-02","가로변","서울특별시 영등포구 신길로42가길22","서울특별시 영등포구 신길동 205-149",37.50888137,126.913725102,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-03","가로변","서울특별시 영등포구 도신로 186-9","서울특별시 영등포구 신길동 214-8",37.5105237,126.9122878,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-04","가로변","서울특별시 영등포구 도신로48길24-4와24-6 사이길","서울특별시 영등포구 신길동 207-29",37.50915615,126.9131089,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-05","가로변","서울특별시 영등포구 신길로38길13-2(중앙슈퍼앞)","서울특별시 영등포구 신길로 4910",37.50582769,126.9127332376,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-06","가로변","서울특별시 영등포구 도신로 184 홍어거리 대로 앞 인도","서울특별시 영등포구 도신로 184 홍어거리 대로 앞 인도",37.5109242,126.9118352,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-07","가로변","서울특별시 영등포구 신길로38길 29","서울특별시 영등포구 신길동 4916-27",37.50520769,126.9142177,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-08","가로변","서울특별시 영등포구 신길로40길 12,삼거리앞","서울특별시 영등포구 신길동 233-141 삼거리앞",37.50687892,126.9122844,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-09","가로변","서울특별시 영등포구 신길로38가길 12,사거리앞","서울특별시 영등포구 신길동 4907 사거리앞",37.5065157,126.9130385,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-10","가로변","서울특별시 영등포구 신길로42나길 15-1","서울특별시 영등포구 신길동 209-39 근처",37.5078651,126.9131654,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-11","가로변","서울특별시 영등포구 신길로42가길 13-4","서울특별시 영등포구 신길동 207-4",37.5088985,126.9128034,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-12","가로변","서울특별시 영등포구 도신로48길 9,사거리앞","서울특별시 영등포구 신길동 196-37 사거리앞",37.51032877,126.9132061,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-13","가로변","서울특별시 영등포구 신길로42길 44,삼성래미안APT 106동옆 도로앞","서울특별시 영등포구 신길동 4920-2 인근 삼성래미안APT 106동옆 도로앞",37.5062673,126.9149487,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-14","가로변","서울특별시 영등포구 신길로 172-3","서울특별시 영등포구 신길동 232-8",37.50752241,126.9113143,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-15","가로변","서울특별시 영등포구 신길로40길 6-1","서울특별시 영등포구 신길4동 4902-4",37.5068166,126.9117716,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-16","가로변","서울특별시 영등포구 가마산로 504","서울특별시 영등포구 가마산로 504",37.5052750374,126.9122452,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-17","가로변","서울특별시 영등포구 신길로42나길 17-12","서울특별시 영등포구 신길동 208-45",37.50823847,126.9129604,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-18","가로변","서울특별시 영등포구 신길로38길 3-7","서울특별시 영등포구 신길4동 4902-10",37.5064129,126.9114811,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-19","가로변","서울특별시 영등포구 신길로38나길 9-7","서울특별시 영등포구 신길동 4914-16",37.50590046,126.9137805,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-20","가로변","서울특별시 영등포구 가마산로77길 14와 13-5 사이길","서울특별시 영등포구 신길동 4920-8",37.5060498,126.914648,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-21","가로변","서울특별시 영등포구 신길로40길 17-2","서울특별시 영등포구 신길동 233-83",37.50740801,126.9122914,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-22","가로변","서울특별시 영등포구 도신로48길 15-24","서울특별시 영등포구 신길동 158-62",37.5098331,126.9140092,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-23","가로변","서울특별시 영등포구 신길로42나길 7-2","서울특별시 영등포구 신길동 209-61",37.50796009,126.9124172,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-24","가로변","서울특별시 영등포구 도신로48길 4","서울특별시 영등포구 신길동 197-14",37.51078499,126.9128608,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-25","가로변","서울특별시 영등포구 신길로38가길8-9","서울특별시 영등포구 신길로38가길8-9",37.50616918,126.913063,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-26","가로변","서울특별시 영등포구 신길로42가길 27-1","서울특별시 영등포구 신길로42가길 27-1",37.50904287,126.9143845,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-27","가로변","서울특별시 영등포구 도신로52길 2","서울특별시 영등포구 도신로52길 2",37.5110822,126.9137887,"서울특별시 영등포구청","02-2670-4068"
"신길4-방범-28","가로변","서울특별시 영등포구 가마산로 530","서울특별시 영등포구 가마산로 530",37.5043348,126.9148749,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이교통-01","가로변","서울특별시 영등포구 신길로38길 20,삼거리앞","서울특별시 영등포구 신길동 238-28 삼거리앞",37.505486,126.9130097,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이교통-02","가로변","서울특별시 영등포구 신길로38가길 6-1,삼거리앞","서울특별시 영등포구 신길동 4908-1 삼거리앞",37.50625916,126.91259,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이교통-03","가로변","서울특별시 영등포구 신길로42길 22-1","서울특별시 영등포구 신길동 4905",37.5072343,126.9129067,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이교통-04","가로변","서울특별시 영등포구 신길로 134,영신교회 대로변앞","서울특별시 영등포구 신길동 239 대로변앞",37.50408728,126.9103294,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이안전-01","가로변","서울특별시 영등포구 신길로 188,우신초교 정문앞","서울특별시 영등포구 신길동 223-32 옆 우신초교 정문앞",37.5088918,126.9111013,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이안전-02","가로변","서울특별시 영등포구 신길로42가길 3","서울특별시 영등포구 신길4동 210 우신초등학교 정문앞",37.50853294,126.9115735,"서울특별시 영등포구청","02-2670-4068"
"신길4-어린이안전-03","가로변","서울특별시 영등포구 신길로42가길 13-26","서울특별시 영등포구 신길동 206-22",37.50977923,126.9128879,"서울특별시 영등포구청","02-2670-4068"
"신길4-주정차-01","가로변","서울특별시 영등포구 도신로56길 62,삼성래미안 2단지 111동 부근 삼거리앞","서울특별시 영등포구 신길동 4934-1 삼성래미안 2단지 111동 부근 삼거리앞",37.5065636561,126.9149853595,"서울특별시 영등포구청","02-2670-4068"
"신길5-공원-01","가로변","서울특별시 영등포구 도림로80길 6,신길근린공원1","서울특별시 영등포구 신길동 341-3 신길근린공원1",37.5017128,126.9054082,"서울특별시 영등포구청","02-2670-4068"
"신길5-공원-02","가로변","서울특별시 영등포구 도림로80길 6,신길근린공원2","서울특별시 영등포구 신길동 341-3 신길근린공원2",37.5017128,126.9054082,"서울특별시 영등포구청","02-2670-4068"
"신길5-공원-03","가로변","서울특별시 영등포구 도림로80길 6,신길근린공원3","서울특별시 영등포구 신길동 341-3 신길근린공원3",37.5017128,126.9054082,"서울특별시 영등포구청","02-2670-4068"
"신길5-공원-04","가로변","서울특별시 영등포구 신길동 431-28 꽃섬길마을마당공원1","서울특별시 영등포구 신길동 431-28 꽃섬길마을마당공원1",37.50003796,126.9060803,"서울특별시 영등포구청","02-2670-4068"
"신길5-공원-05","가로변","서울특별시 영등포구 신길로29가길 10,근처 꿈에그린어린이공원1","서울특별시 영등포구 신길동 337-230 앞 꿈에그린어린이공원1",37.50333113,126.908659,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-01","가로변","서울특별시 영등포구 가마산로50길 23,삼거리앞","서울특별시 영등포구 신길동 403-31 삼거리앞",37.5014979,126.9026326,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-02","가로변","서울특별시 영등포구 가마산로50길 23-13","서울특별시 영등포구 신길동 403-12",37.5020967,126.902695,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-03","가로변","서울특별시 영등포구 도림로 273-13","서울특별시 영등포구 신길동 402-32",37.5020029,126.9034114,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-04","가로변","서울특별시 영등포구 도림로87길 6-1,사거리앞","서울특별시 영등포구 신길동 355-361 사거리앞",37.5030097,126.9029135,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-05","가로변","서울특별시 영등포구 가마산로56길 13,사거리앞","서울특별시 영등포구 신길동 355-567 사거리앞",37.50268568,126.9031587,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-06","가로변","서울특별시 영등포구 도림로81길 14-1,삼거리앞","서울특별시 영등포구 신길동 402-35 삼거리앞",37.501189,126.9034254,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-07","가로변","서울특별시 영등포구 가마산로50길 5-1,삼거리앞","서울특별시 영등포구 신길동 387-17 삼거리앞",37.50262505,126.9012556,"서울특별시 영등포구청","02-2670-4068"
"신길5-그린파킹-08","가로변","서울특별시 영등포구 도림로63길 30,사거리앞","서울특별시 영등포구 신길동 404-42 사거리앞",37.4999674,126.9024785,"서울특별시 영등포구청","02-2670-4068"
